medium;brand;date;time;operator;channel;campaign_name;position_in_break;indexed_gross_rating_point;spotlength;program_before;program_after;program_cat_before;program_cat_after;commercialdescript;flight_description;flight_startdate;flight_enddate;product_type;;pt_tag_on_1;pt_tag_on_2
TV;NL;9/13/2023;10:15:00 PM;Ad Alliance;RTL Z;TV-NL-wasmachines-2023-37;Last Position;1.762112127;15 + 10;peperdure speeltjes;peperdure speeltjes;non fictie;non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/16/2023;6:25:00 PM;Ad Alliance;National Geographic Wild;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;china's wild empire 1 - golden monkeys:;china's wild empire 1 - golden monkeys:;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;8:15:00 PM;Ad Alliance;Discovery Channel;TV-NL-wasmachines-2023-37;Last Position;1.335273991;15 + 10;repair shop;repair shop;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;7:20:00 PM;Ad Alliance;24Kitchen;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;great british menu;great british menu;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/16/2023;8:41:00 PM;Ad Alliance;FOX;TV-NL-wasmachines-2023-37;Second Position;0.5459933906;15 + 10;below deck sailing yacht;below deck sailing yacht;non fictie;non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/16/2023;9:09:00 PM;Ad Alliance;MTV;TV-NL-wasmachines-2023-37;Any Other Position;0.1312140259;15 + 10;love and hip hop atlanta;love and hip hop atlanta;non fictie;non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/11/2023;8:50:00 PM;Ad Alliance;RTL 4;TV-NL-wasmachines-2023-37;Any Other Position;21.27930268;15 + 10;spaanse dorp zarra;spaanse dorp zarra;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/14/2023;6:35:00 PM;Ad Alliance;Comedy Central;TV-NL-wasmachines-2023-37;Any Other Position;0.8920059034;15 + 10;2 broke girls;2 broke girls;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/13/2023;8:07:00 PM;Ad Alliance;RTL 8;TV-NL-wasmachines-2023-37;Any Other Position;1.20589279;15 + 10;er;er;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;6:25:00 PM;Ad Alliance;Animal Planet;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;tanked (season 7) - this tank is ludacri;tanked (season 7) - this tank is ludacri;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;7:17:00 PM;Ad Alliance;National Geographic Wild;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;snakes in the city 9 - snakes & ladders;snakes in the city 9 - snakes & ladders;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/12/2023;8:34:00 PM;Ad Alliance;National Geographic Wild;TV-NL-wasmachines-2023-37;Any Other Position;0.3615906201;15 + 10;cecil: the legacy of a king - cecil: the;cecil: the legacy of a king - cecil: the;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/16/2023;11:18:00 PM;Ad Alliance;ESPN4;TV-NL-wasmachines-2023-37;Second Position;0.001620366757;15 + 10;american football ncaa north carolina ta;american football ncaa north carolina ta;sportreportage;sportreportage;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/13/2023;7:53:00 PM;Ad Alliance;RTL 5;TV-NL-wasmachines-2023-37;Before Last Position;7.381164132;15 + 10;politie op je hielen;politie op je hielen;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/11/2023;8:38:00 PM;Ad Alliance;Eurosport;TV-NL-wasmachines-2023-37;Second Position;0;15 + 10;tennis us open heren f;teqball patt;sportreportage;sportreportage;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/12/2023;9:15:00 PM;Ad Alliance;Eurosport;TV-NL-wasmachines-2023-37;Second Position;0.7656221494;15 + 10;biljarten shanghai masters snooker;biljarten shanghai masters snooker;sportreportage;sportreportage;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;8:53:00 PM;Ad Alliance;History;TV-NL-wasmachines-2023-37;Last Position;1.151494729;15 + 10;historys greatest mysteries 4;historys greatest mysteries 4;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/14/2023;8:24:00 PM;Ad Alliance;24Kitchen;TV-NL-wasmachines-2023-37;Any Other Position;0.919782902;15 + 10;jamie oliver together;jamie oliver together;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/13/2023;8:31:00 PM;Ad Alliance;Comedy Central;TV-NL-wasmachines-2023-37;Last Position;0.1398552085;15 + 10;young sheldon;young sheldon;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/15/2023;10:12:00 PM;Ad Alliance;ESPN3;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;feyenoord tv;feyenoord tv;sportinformatie;sportinformatie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;10:42:00 PM;Ad Alliance;Comedy Central;TV-NL-wasmachines-2023-37;Any Other Position;2.008230991;15 + 10;friends;friends;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;7:25:00 PM;Ad Alliance;Animal Planet;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;pit bulls & parolees (season 9) - shelte;pit bulls & parolees (season 9) - shelte;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;9:14:00 PM;Ad Alliance;Animal Planet;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;crocodile hunter: best of steve irwin, t;crocodile hunter: best of steve irwin, t;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/12/2023;8:43:00 PM;Ad Alliance;RTL Z;TV-NL-wasmachines-2023-37;Second Position;1.111938311;15 + 10;how to sleep well with michael mosley;how to sleep well with michael mosley;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/14/2023;11:25:00 PM;Ad Alliance;Eurosport;TV-NL-wasmachines-2023-37;Second Position;0;15 + 10;jet ski wgp;jet ski wgp;sportreportage;sportreportage;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/16/2023;9:53:00 PM;Ad Alliance;National Geographic Wild;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;man and the wild 1 - home;man and the wild 1 - home;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/11/2023;10:01:00 PM;Ad Alliance;RTL Z;TV-NL-wasmachines-2023-37;Any Other Position;2.036660154;15 + 10;rise and fall the world trade center;rise and fall the world trade center;non fictie;non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;11:47:00 PM;Ad Alliance;RTL Lounge;TV-NL-wasmachines-2023-37;Before Last Position;0;15 + 10;goede tijden slechte tijden;goede tijden slechte tijden;nederlands drama;nederlands drama;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/11/2023;10:24:00 PM;Ad Alliance;ESPN;TV-NL-wasmachines-2023-37;Any Other Position;0.4557022729;15 + 10;voetbalpraat;voetbalpraat;sportinformatie;sportinformatie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/14/2023;9:37:00 PM;Ad Alliance;RTL Crime;TV-NL-wasmachines-2023-37;Second Position;0;15 + 10;chicago pd;chicago pd;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/11/2023;8:11:00 PM;Ad Alliance;National Geographic Wild;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;the incredible dr. pol 2 - whoa mama!;the incredible dr. pol 2 - whoa mama!;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/16/2023;8:32:00 PM;Ad Alliance;National Geographic Wild;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;china's wild empire 1 - yunnan's intrepi;china's wild empire 1 - yunnan's intrepi;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/13/2023;6:14:00 PM;Ad Alliance;24Kitchen;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;rudolphs zomertour;rudolphs zomertour;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/11/2023;9:48:00 PM;Ad Alliance;Paramount Network;TV-NL-wasmachines-2023-37;Any Other Position;1.867901122;15 + 10;churchill;churchill;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;6:44:00 PM;Ad Alliance;Discovery Channel;TV-NL-wasmachines-2023-37;Last Position;1.541833543;15 + 10;traffic cops;traffic cops;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/17/2023;11:13:00 PM;Ad Alliance;Animal Planet;TV-NL-wasmachines-2023-37;Any Other Position;0;15 + 10;monster croc invasion;monster croc invasion;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/11/2023;8:20:00 PM;Ad Alliance;RTL Z;TV-NL-wasmachines-2023-37;Any Other Position;3.561934744;15 + 10;gordon ramsey oorlog in de keuken;gordon ramsey oorlog in de keuken;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/16/2023;10:10:00 PM;Ad Alliance;ESPN;TV-NL-wasmachines-2023-37;Any Other Position;6.441665624;15 + 10;eretribune;eretribune;sportinformatie;sportinformatie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk37_Beko_witgoed_Snelle_beelden_tagon;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/24/2023;6:20:00 PM;Ad Alliance;Animal Planet;TV-NL-wasmachines-2023-38;Any Other Position;0;15 + 10;tanked (season 8) - howie mandels surpri;tanked (season 8) - howie mandels surpri;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/19/2023;11:46:00 PM;Ad Alliance;MTV;TV-NL-wasmachines-2023-38;Any Other Position;0.2128596326;15 + 10;ridiculousness;ridiculousness;amusement;amusement;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/18/2023;10:42:00 PM;Ad Alliance;Eurosport;TV-NL-wasmachines-2023-38;Second Position;0.1949296891;15 + 10;wielrennen la vuelta best of;wielrennen la vuelta best of;sportreportage;sportreportage;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/23/2023;11:43:00 PM;Ad Alliance;MTV;TV-NL-wasmachines-2023-38;Any Other Position;0;15 + 10;ridiculousness;ridiculousness;amusement;amusement;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/20/2023;8:19:00 PM;Ad Alliance;TLC;TV-NL-wasmachines-2023-38;Any Other Position;1.201078;15 + 10;curvy brides boutique;curvy brides boutique;non fictie;non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/24/2023;6:48:00 PM;Ad Alliance;TLC;TV-NL-wasmachines-2023-38;Last Position;0.1594215996;15 + 10;flip or flop;flip or flop;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/22/2023;8:48:00 PM;Ad Alliance;RTL 4;TV-NL-wasmachines-2023-38;Any Other Position;32.03560104;15 + 10;hollands got talent;hollands got talent;amusement;amusement;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/20/2023;9:11:00 PM;Ad Alliance;Comedy Central;TV-NL-wasmachines-2023-38;Any Other Position;0.7118992534;15 + 10;young sheldon;young sheldon;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/23/2023;9:48:00 PM;Ad Alliance;Ziggo Sport;TV-NL-wasmachines-2023-38;Any Other Position;1.408139336;15 + 10;rugby wk rust;rugby wk rust;sportinformatie;sportinformatie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/21/2023;7:39:00 PM;Ad Alliance;Animal Planet;TV-NL-wasmachines-2023-38;Any Other Position;0;15 + 10;pit bulls & parolees (season 9) - treadi;pit bulls & parolees (season 9) - treadi;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/23/2023;6:45:00 PM;Ad Alliance;TLC;TV-NL-wasmachines-2023-38;Any Other Position;0.2162294199;15 + 10;flip or flop;flip or flop;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/21/2023;11:14:00 PM;Ad Alliance;Discovery Channel;TV-NL-wasmachines-2023-38;Any Other Position;0.3286615657;15 + 10;wheeler dealers;wheeler dealers;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/18/2023;11:02:00 PM;Ad Alliance;RTL 7;TV-NL-wasmachines-2023-38;Any Other Position;1.431159432;15 + 10;6 below miracle on the mountain;6 below miracle on the mountain;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/23/2023;7:27:00 PM;Ad Alliance;ID;TV-NL-wasmachines-2023-38;Any Other Position;0.4382669824;15 + 10;caught in the net;caught in the net;non fictie;non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/20/2023;7:46:00 PM;Ad Alliance;Ziggo Sport;TV-NL-wasmachines-2023-38;Last Position;3.701248373;15 + 10;voetbal cl rust;voetbal cl rust;sportinformatie;sportinformatie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/23/2023;8:52:00 PM;Ad Alliance;Animal Planet;TV-NL-wasmachines-2023-38;Any Other Position;0.08458479416;15 + 10;my tiny terror - mini cujo;my tiny terror - mini cujo;overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/18/2023;8:05:00 PM;Ad Alliance;24Kitchen;TV-NL-wasmachines-2023-38;Any Other Position;0;15 + 10;extraordinary places to eat;extraordinary places to eat;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/20/2023;8:56:00 PM;Ad Alliance;Ziggo Sport Tennis;TV-NL-wasmachines-2023-38;Any Other Position;0;15 + 10;atp world uncovered [2];atp world uncovered [2];overig/onbekend;overig/onbekend;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/19/2023;9:39:00 PM;Ad Alliance;RTL 4;TV-NL-wasmachines-2023-38;Any Other Position;19.02914055;15 + 10;help mijn man is klusser;help mijn man is klusser;overige non fictie;overige non fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
TV;NL;9/23/2023;8:43:00 PM;Ad Alliance;Paramount Network;TV-NL-wasmachines-2023-38;Any Other Position;1.588413033;15 + 10;matrix reloaded;matrix reloaded;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk37_wasmachines_Snelle_beelden_hoofds + Coolblue_NL_wk38_Samsung_witgoed_Snelle_beelden_ta;Coolblue_2023_09_Wasmachines wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;wasmachines;;wasmachines;
